PageCommentNumber,date,author,text
38,2012-11-28T18:50:55+00:00,fintail,"Who used ""soul""? It's a quote, right? It's the name of a Kia, strangely enough. Fun distraction, bad tactic.

Lap times are only worth so much, as well - lots of variables there. A few seconds here and there can also often be a driver issue.

Once they are available, do you have info lacked by everyone else?

""Earned their keep"" - once you can leave the US and see one on the street, maybe. Until then, a barge that makes a base LS/A8/7er look downright exhilarating, and appeals mostly to bland Americans who think those cars are just a bit too edgy thank you, now where is my vanilla ice milk and tax break? :shades:

Espace would be a good hauler, not as big as a normal minivan. Once again Europe gets the useful stuff, we get CUVs."
39,2012-11-28T18:55:07+00:00,ateixeira,"FT86 was just named the tuner's choice at SEMA.

The island of Japan is too narrow for a twin turbo V8. Hit the gas going east or west and you'll hit water."
40,2012-11-28T18:57:02+00:00,fintail,"First tunable Toyota in what, 25 years?

One prototype Lexus based on an old model with no definite signs of production isn't enough to change things just yet.

But hey, they are trying."
41,2012-11-28T18:58:09+00:00,ateixeira,"The point is Lexus has had success with the IS-F and LF-A yet you still refuse to acknowledge them.

Perception lags behind reality. 5 years or so is the amount of time for people to come around.

I imagine you'll take a lot longer. :P"
42,2012-11-28T18:59:43+00:00,ateixeira,"25? Supra, MR2, Celica, all came within that time frame."
43,2012-11-28T19:01:58+00:00,fintail,"I suppose the IS-F wasn't rejected anyway, although maybe not a runaway success in the market, especially globally. Zhe Ghermans aren't really scared.

IS-F came out for MY 2008, I think. So we are there."
44,2012-11-28T19:03:52+00:00,fintail,"Who tuned a new MR2 or a Celica in maybe the past 20 years then? They became older peoples cars.

I'll give Supra as an exception, but mostly as a used car - too expensive for 99% to modify when new."
45,2012-11-28T19:06:54+00:00,ateixeira,We are there and Lexus seems poised to announce a new division...probably not a coincidence.
46,2012-11-28T19:07:39+00:00,ateixeira,"MR2 and old people's car? :confuse:

Supra was produced til 98 I think so that's a 10 year gap.

Through your German-engineered glasses that's 25 years. LOL"
47,2012-11-28T19:09:21+00:00,fintail,"The 2002+ or whatever, yes. Seemed to go to middle aged and above men, while its competition motorcycle engine S2000 sold to younger."
48,2012-11-28T19:15:33+00:00,ateixeira,"2002 saw the SMT introduced so I won't even argue that point. It ruined that car.

At least the engine was used in the Lotus Elise, that car I started eyeballing at that point."
49,2012-11-28T19:19:15+00:00,berri,"I've seen some pictures of the next Toyota RAV 4 from the LA Auto show. It's nice that it dropped the backward hearse gate in the rear, but from the front it looks like someone punched it in the snot locker."
0,2012-11-28T19:22:11+00:00,ateixeira,"Spy shots have been zoomed up too close.

Looks better in these shots:

http://www.autoblog.com/2012/11/28/2013-toyota-rav4-la-2012/

Anyone else think the shnooz looks better on the Auris/RAV4 vs. the Camry/Avalon?"
1,2012-11-28T19:34:59+00:00,tifighter,"Just catching up, funny to see that a few of you were the euro midwest recently. I was in Switzerland again for 3 weeks; my company is based there so I go a few times a year. Noteworthy sighting this time was the new CLS shooting brake thing, in white. Looks nice, not practical, and the local going rate is CHF 125000. The swiss don't finance cars, BTW."
2,2012-11-28T20:37:10+00:00,fintail,"That was me. I saw several shooting brakes in suburban Stuttgart, and an AMG in the fancy showroom attached to the MB Museum.

What I noticed in dirty money respitory/tax avoider paradise (but so clean and orderly and easy to get around) Zurich was Astons - I think I saw multiples of every model, some of them parked amusingly. Lots of high end Porsches too. No worries about ~$8/gallon gas."
3,2012-11-28T20:38:59+00:00,fintail,"Reminds me of a Mazda from the side.

Almost anything looks better than the front end of the Avalon. This new Toyota corporate face loses something on bigger cars."
4,2012-11-28T20:57:32+00:00,stever,
5,2012-11-28T21:20:50+00:00,tifighter,Zurich is not a low tax Canton. At all.
6,2012-11-28T21:37:40+00:00,ateixeira,"I see a bit of Escape, but then again when the Escape came out I saw a freshened RAV4."
7,2012-11-28T22:04:47+00:00,fintail,"Compared to Zug?

Money doesn't rush in because of the scenery."
8,2012-11-28T22:42:38+00:00,berri,"I see Mitsu in the front profile. The car looks alright, but it's not really grabbing me - but maybe that's just Toyota styling philosophy. I'm sure it will sell better with the more conventional tailgate set up though. The inside seems much improved."
9,2012-11-29T03:16:20+00:00,fintail,"Saw a new ES today, driver was a 20-something looking male.

But...car had the factory adhesives all over it, and driver was wearing a dealer uniform. So, the car was just out being fueled or tested. Still, probably one of the youngest ever to drive a new ES - even if the ads show drivers not much older :shades:"
10,2012-11-29T14:24:31+00:00,odie6l,"Actually we are... this is an article about the JPN model coming here. It looked similar but with what I could tell, it had better lines.

link title

Odie"
11,2012-11-29T16:20:17+00:00,ateixeira,"Lift gate is a big improvement over the wrong-way door that blocked the curb and need too much space to open all the way.

Toyota should make a power liftgate standard just to emphasize how much easier the new one will be in daily use.

The 2GR V6 is gone, sadly."
12,2012-11-29T16:23:21+00:00,robr2,Toyota should get rid of those gated shifters. I automatically turn my nose up at any vehicle with those.
13,2012-11-29T16:25:36+00:00,ateixeira,"Shuttle Hybrid costs about $5k less than the Toyota Prius V in Japan

Sounds good. Unfortunately the C Max is way below my expectations for real-world MPG, so nice to have more options in that class.

Would also like to see a Mazda5 SkyActiv (gas or diesel)."
14,2012-11-29T16:26:21+00:00,ateixeira,"How 'bout a manual? Better yet, a V6 manual?

Works for the Lotus Evora."
15,2012-11-29T16:46:29+00:00,ateixeira,"In a nice granite metallic color, very sharp.

I gotta say, the Audi style LED lights look better on a squared off car like this one than they do even on Audis."
16,2012-11-29T17:48:18+00:00,stever,"Unfortunately the C Max is way below my expectations for real-world MPG

My wife noticed a bunch of reports like that doing a net search on the C-Max last night. She was especially bummed that some reviewer couldn't get better mileage even using hypermiling techniques.

So the bank account will be solvent for a while longer - thank you Ford. :shades:"
17,2012-11-29T18:32:25+00:00,lemko,Hyundai Sorrento and a Mercedes M-Class in a collision at Oxford Avenue and Tyson in NE Philly.
18,2012-11-29T19:43:42+00:00,ateixeira,"Spotted on CR's test track:



Honda seemed to address their primary gripes."
19,2012-11-30T01:32:09+00:00,berri,"Lemko, Who won?"
20,2012-11-30T03:04:50+00:00,fintail,"Hyunkia is so desperate to be German, they haven't just hired a German designer, they are now designing cars by osmosis :shades:"
21,2012-11-30T14:24:25+00:00,ateixeira,"Sorento is a Kia, actually. Hyundai has the Santa Fe (and SF Sport).

Kia just updated the powertrains, but it only got a face lift. Now the DI 4 banger is standard and the 3.3l DI V6 is optional.

The Benz has a lot more mass but I bet both protected their passengers rather well.

As for styling, Sorento reminds me of an MDX without any of the extraneous ""styling"". Not sure but I think it was designed before Schreyer's influence came in to play, yet it's aged well.

Can't really compare vehicles with such different pricing but Sorento does more than 3x the sales volume of the ML, and that was before the powertrain upgrades."
22,2012-11-30T14:26:21+00:00,ateixeira,"Silver, this AM.

These seem smaller than I expected. Maybe it's the roofline."
23,2012-11-30T15:08:50+00:00,lemko,I'd say the M-Class came out ahead though both vehicles were a wreck.
24,2012-11-30T15:13:34+00:00,ateixeira,"Sorento 5 star crash test:



Passenger cell is amazingly intact.

ML in the euro NCAP:



You see some more deformation in the body (behind rear door) but to be fair this test is offset and performed at slightly higher speed.

But as mentioned earlier the ML has more mass and that's likely the biggest factor at play, that and the angle of the collision.

Hopefully both parties walked away from the crash. Mercedes does engineer its SUVs for bumper height compatibility."
25,2012-11-30T15:20:54+00:00,ateixeira,"OK, fin, tell the truth, which do you think is worse?

Lexus LF-LC:
http://www.autoblog.com/2012/11/29/lexus-lf-lc-concept-la-2012/

Benz Ener G:
http://www.autoblog.com/2012/11/29/mercedes-benz-ener-g-force-la-2012/

Didn't know the Vehicross designers were still employed."
26,2012-11-30T15:34:12+00:00,fintail,"Can't really compare them, but I will compare them anyway...LOL

Accord does more than 3x sales of the S65, and that was before the powetrain upgrades :shades:"
27,2012-11-30T15:36:39+00:00,fintail,"Well, to be fair, the ridiculous SUV thing looks like a plastic shell on wheels - just one step up from a cgi rendering. It's not an actual car. The Exner-designed Alien face is closer to a car. So, one looks like a cross between an old Durango and the Ford Bronco concept injected with fat, the other looks like a 61 Plymouth and a movie monster had a child. Hard to choose when both are bad designs."
